* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3006GGB
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\137.eds
* Experiment Name = _C3006GGB
* Experiment Run End Time = 2013-04-13 21:35:27 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	MTP
171	hsa-mir-532-3p	17.576	3	14	N
172	hsa-mir-542-3p	23.937	3	21	N
173	hsa-mir-199a-3p	19.938	3	17	N
174	hsa-mir-337-3p	21.643	3	18	N
175	hsa-mir-4301	18.926	3	16	N
176	hsa-mir-381-3p	18.321	3	15	N
177	hsa-mir-412	17.867	3	15	N
178	hsa-mir-505-3p	17.582	3	15	N
179	hsa-mir-136-3p	23.604	3	20	N
180	hsa-mir-363-3p	22.447	3	19	Y
181	hsa-mir-1301	17.724	3	14	N
182	hsa-let-7g-3p	16.308	3	13	N
183	hsa-mir-598	19.951	3	17	N
184	hsa-mir-221-3p	18.070	3	15	N
185	hsa-mir-28-3p	17.669	3	15	Y
186	hsa-mir-629-3p	17.098	3	14	N
187	hsa-mir-4267	17.264	3	14	N
188	hsa-mir-3131	14.855	3	12	N
189	hsa-mir-124-3p	18.965	3	16	N
190	hsa-mir-155-5p	23.903	3	21	N
191	hsa-mir-486-3p	22.073	3	19	N
192	hsa-mir-26a-5p	17.645	3	14	N
193	hsa-mir-98-5p	25.569	3	22	N
194	hsa-mir-144-3p	20.741	3	17	N
195	hsa-mir-20a-5p	18.124	3	15	N
196	hsa-mir-195-5p	18.524	3	15	N
197	hsa-mir-3191-3p	16.422	3	13	N
198	hsa-mir-4454	14.536	3	11	N
199	hsa-mir-766-3p	13.332	3	10	N
200	hsa-mir-99b-5p	20.807	3	18	N
201	hsa-mir-140-5p	25.447	3	22	N
202	hsa-let-7d-3p	16.964	3	14	N
203	hsa-mir-328	18.822	3	16	N
204	hsa-mir-652-3p	20.794	3	18	N
205	hsa-mir-133a	20.616	3	17	N
206	hsa-mir-379-5p	24.380	3	21	N
207	hsa-mir-27a-3p	16.836	3	14	N
208	hsa-mir-664a-3p	19.483	3	16	N
209	hsa-mir-185-5p	19.323	3	16	N
210	hsa-mir-519b-5p	18.833	3	16	N
211	hsa-mir-4258	16.183	3	13	N
212	hsa-mir-141-3p	22.773	3	19	Y
213	hsa-mir-370	17.627	3	14	N
214	hsa-let-7f-2-3p	22.494	3	19	N
215	hsa-mir-23b-3p	16.811	3	14	N
216	hsa-mir-378h	19.617	3	16	N
217	hsa-mir-122-5p	9.967	3	7	N
218	hsa-mir-424-3p	19.656	3	16	N
219	hsa-mir-542-5p	22.044	3	19	N
220	hsa-mir-433	18.231	3	15	N
221	hsa-mir-140-3p	20.454	3	17	N
222	hsa-mir-1976	15.955	3	13	Y
223	hsa-mir-24-3p	16.677	3	13	N
224	hsa-let-7d-5p	20.923	3	18	N
225	hsa-mir-215	21.771	3	18	N
226	hsa-mir-548d-5p	17.513	3	14	N
227	hsa-mir-130b-3p	17.874	3	15	N
228	hsa-mir-1183	14.004	3	11	N
229	hsa-let-7a-5p	22.623	3	19	N
230	hsa-mir-4505	13.455	3	10	N
231	hsa-mir-208a	14.566	3	11	N
232	hsa-mir-211-5p	21.715	3	18	N
233	hsa-mir-1247-5p	16.212	3	13	N
234	hsa-mir-378g	14.840	3	12	N
235	hsa-mir-485-3p	17.428	3	14	N
236	hsa-mir-9-5p	25.164	3	22	N
237	hsa-mir-148a-3p	11.614	3	8	N
238	hsa-mir-5095	17.576	3	14	N
239	hsa-mir-409-3p	21.817	3	19	N
240	hsa-mir-361-5p	22.116	3	19	N
241	hsa-mir-331-3p	20.298	3	17	N
242	hsa-mir-30c-5p	18.961	3	16	N
243	hsa-mir-487b	19.324	3	16	N
244	hsa-mir-32-5p	21.948	3	19	N
245	hsa-mir-3176	17.029	3	14	N
246	hsa-mir-192-5p	17.279	3	14	N
247	hsa-mir-181a-5p	21.036	3	18	N
248	hsa-mir-1287	20.296	3	17	N
249	hsa-mir-378e	18.010	3	15	N
250	hsa-mir-320b	14.974	3	12	N
251	hsa-mir-671-3p	16.858	3	14	N
252	hsa-mir-374a-5p	23.603	3	20	N
253	hsa-mir-450a-5p	26.693	3	23	N
254	hsa-mir-3613-3p	18.946	3	16	N
255	hsa-mir-342-3p	19.245	3	16	N
256	hsa-mir-3689a-5p	19.797	3	17	N
257	hsa-mir-4302	18.293	3	15	N
258	hsa-mir-183-5p	22.812	3	19	N
259	hsa-mir-27b-3p	16.272	3	13	N
260	hsa-mir-15b-5p	19.650	3	16	N
261	hsa-mir-424-5p	16.655	3	14	N
262	hsa-mir-373-5p	17.713	3	14	N
263	hsa-mir-374b-5p	22.762	3	20	N
264	hsa-mir-375	20.310	3	17	N
265	hsa-mir-574-3p	12.723	3	10	N
266	hsa-mir-4524a-3p	21.323	3	18	N
267	hsa-mir-191-3p	19.507	3	16	N
268	hsa-mir-17-5p	19.334	3	16	N
269	hsa-mir-7-1-3p	20.213	3	17	N
270	hsa-mir-720	13.067	3	10	N
271	hsa-mir-675-3p	17.418	3	14	N
272	hsa-mir-128	19.892	3	17	N
273	hsa-mir-23b-5p	20.753	3	17	N
274	hsa-mir-181c-3p	21.260	3	18	N
275	hsa-let-7f-5p	23.779	3	21	Y
276	hsa-mir-1225-3p	14.620	3	11	N
277	hsa-mir-301b	22.800	3	19	N
278	hsa-mir-26b-5p	20.398	3	17	N
279	hsa-mir-885-5p	14.794	3	12	N
280	hsa-mir-4286	15.141	3	12	N
281	hsa-mir-3622a-5p	14.843	3	12	N
282	hsa-mir-3185	17.902	3	15	N
283	hsa-mir-629-5p	22.483	3	19	N
284	hsa-mir-4296	15.490	3	12	N
285	hsa-mir-31-5p	20.183	3	17	N
286	hsa-mir-483-5p	15.128	3	12	N
287	hsa-mir-23a-3p	18.503	3	15	N
288	hsa-mir-301a-3p	22.918	3	20	N
289	hsa-mir-181d	21.594	3	18	N
290	hsa-mir-99a-5p	13.576	3	10	N
291	hsa-mir-330-5p	17.277	3	14	N
292	hsa-mir-335-5p	18.113	3	15	N
293	hsa-mir-4289	19.810	3	17	N
294	hsa-mir-146b-5p	20.271	3	17	N
295	hsa-mir-744-5p	19.381	3	16	N
296	hsa-mir-2355-5p	23.128	3	20	N
297	hsa-mir-16-5p	17.749	3	15	N
298	hsa-mir-490-3p	17.798	3	15	N
299	hsa-mir-34c-3p	15.310	3	12	N
300	hsa-mir-136-5p	23.655	3	20	N
301	hsa-mir-106b-5p	17.009	3	14	N
302	hsa-mir-196b-3p	18.844	3	16	N
303	hsa-mir-378a-5p	17.740	3	14	N
304	hsa-mir-145-3p	23.531	3	20	N
