* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C300FKIT
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\574.eds
* Experiment Name = 2013-06-27 574
* Experiment Run End Time = 2013-06-28 20:23:49 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	MTP
235	hsa-mir-485-3p	25.173	3	22	Y
236	hsa-mir-9-5p	32.881	3	30	N
237	hsa-mir-148a-3p	17.861	3	15	N
238	hsa-mir-5095	26.325	3	23	N
239	hsa-mir-409-3p	22.947	3	20	N
240	hsa-mir-361-5p	24.276	3	21	N
241	hsa-mir-331-3p	24.397	3	21	N
242	hsa-mir-30c-5p	21.421	3	18	N
243	hsa-mir-487b	23.065	3	20	N
244	hsa-mir-32-5p	25.035	3	22	N
245	hsa-mir-3176	26.081	3	23	N
246	hsa-mir-192-5p	18.939	3	16	N
247	hsa-mir-181a-5p	23.891	3	21	N
248	hsa-mir-1287	22.054	3	19	N
249	hsa-mir-378e	25.214	3	22	N
250	hsa-mir-320b	21.201	3	18	N
251	hsa-mir-671-3p	23.288	3	20	N
252	hsa-mir-374a-5p	24.337	3	21	N
253	hsa-mir-450a-5p	28.725	3	25	N
254	hsa-mir-3613-3p	26.061	3	23	N
255	hsa-mir-342-3p	20.526	3	17	N
256	hsa-mir-3689a-5p	30.711	3	28	N
257	hsa-mir-4302	26.675	3	23	N
258	hsa-mir-183-5p	23.698	3	20	N
259	hsa-mir-27b-3p	19.269	3	16	N
260	hsa-mir-15b-5p	18.268	3	15	N
261	hsa-mir-424-5p	19.778	3	17	N
262	hsa-mir-373-5p	22.692	3	19	N
263	hsa-mir-374b-5p	23.548	3	20	N
264	hsa-mir-375	22.983	3	20	N
265	hsa-mir-574-3p	20.817	3	18	N
266	hsa-mir-4524a-3p	28.570	3	25	N
267	hsa-mir-191-3p	28.324	3	25	N
268	hsa-mir-17-5p	17.165	3	14	N
269	hsa-mir-7-1-3p	26.339	3	23	N
270	hsa-mir-720	19.780	3	16	N
271	hsa-mir-675-3p	23.906	3	21	N
272	hsa-mir-128	21.428	3	18	N
273	hsa-mir-23b-5p	27.963	3	25	N
274	hsa-mir-181c-3p	28.112	3	25	N
275	hsa-let-7f-5p	23.904	3	21	N
276	hsa-mir-1225-3p	23.143	3	20	N
277	hsa-mir-301b	25.181	3	22	N
278	hsa-mir-26b-5p	20.874	3	18	N
279	hsa-mir-885-5p	20.402	3	17	N
280	hsa-mir-4286	20.746	3	17	N
281	hsa-mir-3622a-5p	24.596	3	21	N
282	hsa-mir-3185	25.526	3	22	N
283	hsa-mir-629-5p	25.409	3	22	N
284	hsa-mir-4296	24.830	3	22	N
285	hsa-mir-31-5p	27.416	3	24	N
286	hsa-mir-483-5p	24.367	3	21	N
287	hsa-mir-23a-3p	17.878	3	15	N
288	hsa-mir-301a-3p	23.846	3	20	N
289	hsa-mir-181d	26.805	3	23	N
290	hsa-mir-99a-5p	19.866	3	17	N
291	hsa-mir-330-5p	25.850	3	23	N
292	hsa-mir-335-5p	25.476	3	22	N
293	hsa-mir-4289	24.123	3	21	N
294	hsa-mir-146b-5p	22.683	3	19	N
295	hsa-mir-744-5p	22.942	3	20	N
296	hsa-mir-2355-5p	29.857	3	27	N
297	hsa-mir-16-5p	13.546	3	10	N
298	hsa-mir-490-3p	21.092	3	18	N
299	hsa-mir-34c-3p	25.016	3	22	N
300	hsa-mir-136-5p	27.885	3	25	N
301	hsa-mir-106b-5p	17.084	3	14	N
302	hsa-mir-196b-3p	27.858	3	25	N
303	hsa-mir-378a-5p	24.454	3	21	N
304	hsa-mir-145-3p	24.822	3	22	N
305	hsa-mir-320e	25.072	3	22	N
306	hsa-mir-874	25.924	3	23	N
307	hsa-mir-4274	23.317	3	20	N
308	hsa-mir-200a-3p	26.330	3	23	N
309	hsa-mir-340-3p	28.003	3	25	N
310	hsa-mir-1260b	22.054	3	19	Y
311	hsa-mir-126-3p	17.450	3	14	N
312	hsa-mir-326	22.719	3	19	N
313	hsa-mir-223-3p	17.003	3	14	N
314	hsa-mir-219-1-3p	27.832	3	25	N
315	hsa-mir-25-3p	16.982	3	14	N
316	hsa-mir-210	24.315	3	21	N
317	hsa-mir-19a-3p	17.484	3	14	N
318	hsa-mir-17-3p	23.423	3	20	N
319	hsa-mir-151a-5p	20.879	3	18	N
320	hsa-mir-320a	18.247	3	15	N
321	hsa-mir-625-3p	22.981	3	20	N
