* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3006GGF
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\334.eds
* Experiment Name = _C3006GGF
* Experiment Run End Time = 2013-04-13 17:45:52 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	MTP
210	hsa-mir-519b-5p	23.935	3	21	N
211	hsa-mir-4258	22.082	3	19	N
212	hsa-mir-141-3p	30.644	3	27	N
213	hsa-mir-370	23.878	3	21	N
214	hsa-let-7f-2-3p	26.784	3	23	N
215	hsa-mir-23b-3p	20.893	3	18	N
216	hsa-mir-378h	23.483	3	20	N
217	hsa-mir-122-5p	12.783	3	10	N
218	hsa-mir-424-3p	26.686	3	23	Y
219	hsa-mir-542-5p	27.555	3	24	Y
220	hsa-mir-433	23.991	3	21	N
221	hsa-mir-140-3p	23.484	3	20	N
222	hsa-mir-1976	22.340	3	19	N
223	hsa-mir-24-3p	19.556	3	16	N
224	hsa-let-7d-5p	22.933	3	20	N
225	hsa-mir-215	24.445	3	21	N
226	hsa-mir-548d-5p	24.067	3	21	N
227	hsa-mir-130b-3p	21.934	3	19	N
228	hsa-mir-1183	20.671	3	17	N
229	hsa-let-7a-5p	24.330	3	21	N
230	hsa-mir-4505	18.804	3	16	N
231	hsa-mir-208a	16.176	3	13	N
232	hsa-mir-211-5p	27.678	3	24	N
233	hsa-mir-1247-5p	20.472	3	17	N
234	hsa-mir-378g	18.388	3	15	N
235	hsa-mir-485-3p	23.857	3	21	N
236	hsa-mir-9-5p	30.621	3	27	Y
237	hsa-mir-148a-3p	15.891	3	13	N
238	hsa-mir-5095	23.529	3	20	N
239	hsa-mir-409-3p	26.722	3	23	N
240	hsa-mir-361-5p	24.191	3	21	N
241	hsa-mir-331-3p	25.797	3	23	N
242	hsa-mir-30c-5p	22.256	3	19	N
243	hsa-mir-487b	25.782	3	23	N
244	hsa-mir-32-5p	25.411	3	22	N
245	hsa-mir-3176	23.272	3	20	N
246	hsa-mir-192-5p	19.191	3	16	N
247	hsa-mir-181a-5p	24.927	3	22	N
248	hsa-mir-1287	22.373	3	19	N
249	hsa-mir-378e	22.369	3	19	N
250	hsa-mir-320b	19.365	3	16	N
251	hsa-mir-671-3p	21.690	3	18	N
252	hsa-mir-374a-5p	25.539	3	22	N
253	hsa-mir-450a-5p	30.542	3	27	N
254	hsa-mir-3613-3p	25.421	3	22	Y
255	hsa-mir-342-3p	22.292	3	19	N
256	hsa-mir-3689a-5p	25.890	3	23	N
257	hsa-mir-4302	23.912	3	21	N
258	hsa-mir-183-5p	27.676	3	25	N
259	hsa-mir-27b-3p	18.063	3	15	N
260	hsa-mir-15b-5p	20.522	3	17	N
261	hsa-mir-424-5p	20.899	3	18	N
262	hsa-mir-373-5p	18.879	3	16	N
263	hsa-mir-374b-5p	25.237	3	22	N
264	hsa-mir-375	22.458	3	19	N
265	hsa-mir-574-3p	19.040	3	16	N
266	hsa-mir-4524a-3p	27.107	3	24	N
267	hsa-mir-191-3p	25.798	3	23	Y
268	hsa-mir-17-5p	21.327	3	18	N
269	hsa-mir-7-1-3p	26.937	3	24	Y
270	hsa-mir-720	17.584	3	14	N
271	hsa-mir-675-3p	21.989	3	19	N
272	hsa-mir-128	22.864	3	20	N
273	hsa-mir-23b-5p	25.522	3	22	N
274	hsa-mir-181c-3p	28.356	3	25	Y
275	hsa-let-7f-5p	25.084	3	22	Y
276	hsa-mir-1225-3p	18.718	3	15	N
277	hsa-mir-301b	27.558	3	24	N
278	hsa-mir-26b-5p	22.413	3	19	N
279	hsa-mir-885-5p	19.225	3	16	N
280	hsa-mir-4286	19.882	3	17	N
281	hsa-mir-3622a-5p	21.275	3	18	N
282	hsa-mir-3185	21.122	3	18	N
283	hsa-mir-629-5p	26.275	3	23	N
284	hsa-mir-4296	22.365	3	19	N
285	hsa-mir-31-5p	26.514	3	23	N
286	hsa-mir-483-5p	20.040	3	17	N
287	hsa-mir-23a-3p	20.564	3	17	N
288	hsa-mir-301a-3p	27.066	3	24	N
289	hsa-mir-181d	25.602	3	22	N
290	hsa-mir-99a-5p	17.558	3	14	N
291	hsa-mir-330-5p	23.966	3	21	N
292	hsa-mir-335-5p	22.418	3	19	N
293	hsa-mir-4289	25.650	3	22	N
294	hsa-mir-146b-5p	24.877	3	22	N
295	hsa-mir-744-5p	25.165	3	22	Y
296	hsa-mir-2355-5p	30.896	3	28	N
297	hsa-mir-16-5p	17.532	3	14	N
298	hsa-mir-490-3p	20.478	3	17	N
299	hsa-mir-34c-3p	20.206	3	17	N
300	hsa-mir-136-5p	28.875	3	26	Y
301	hsa-mir-106b-5p	21.095	3	18	N
302	hsa-mir-196b-3p	24.882	3	22	N
303	hsa-mir-378a-5p	23.551	3	20	N
304	hsa-mir-145-3p	26.826	3	24	N
305	hsa-mir-320e	23.436	3	20	N
306	hsa-mir-874	25.030	3	22	Y
