* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3009U4N
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\4-10-13 108 miscript.eds
* Experiment Name = _C3009U4N
* Experiment Run End Time = 2013-04-11 05:11:38 AM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
274	hsa-mir-181c-3p	27.380	3	24	N
275	hsa-let-7f-5p	24.706	3	21	N
276	hsa-mir-1225-3p	21.380	3	18	N
277	hsa-mir-301b	28.230	3	25	N
278	hsa-mir-26b-5p	22.253	3	19	N
279	hsa-mir-885-5p	18.471	3	15	N
280	hsa-mir-4286	20.423	3	17	N
281	hsa-mir-3622a-5p	20.890	3	18	N
282	hsa-mir-3185	20.923	3	18	N
283	hsa-mir-629-5p	25.268	3	22	N
284	hsa-mir-4296	21.771	3	19	N
285	hsa-mir-31-5p	25.919	3	23	N
286	hsa-mir-483-5p	18.341	3	15	N
287	hsa-mir-23a-3p	20.736	3	18	N
288	hsa-mir-301a-3p	28.589	3	25	N
289	hsa-mir-181d	26.940	3	24	N
290	hsa-mir-99a-5p	21.365	3	18	N
291	hsa-mir-330-5p	22.872	3	20	N
292	hsa-mir-335-5p	19.984	3	17	N
293	hsa-mir-4289	25.544	3	22	N
294	hsa-mir-146b-5p	24.291	3	21	N
295	hsa-mir-744-5p	25.319	3	22	N
296	hsa-mir-2355-5p	30.320	3	27	N
297	hsa-mir-16-5p	21.684	3	19	N
298	hsa-mir-490-3p	19.459	3	16	N
299	hsa-mir-34c-3p	21.377	3	18	N
300	hsa-mir-136-5p	29.513	3	26	N
301	hsa-mir-106b-5p	22.407	3	19	N
302	hsa-mir-196b-3p	23.615	3	20	N
303	hsa-mir-378a-5p	23.949	3	21	N
304	hsa-mir-145-3p	28.789	3	26	N
305	hsa-mir-320e	22.859	3	20	N
306	hsa-mir-874	24.837	3	21	N
307	hsa-mir-4274	19.475	3	16	N
308	hsa-mir-200a-3p	32.539	3	29	N
309	hsa-mir-340-3p	28.205	3	25	N
310	hsa-mir-1260b	19.357	3	16	N
311	hsa-mir-126-3p	19.364	3	16	N
312	hsa-mir-326	20.838	3	18	N
313	hsa-mir-223-3p	19.030	3	16	N
314	hsa-mir-219-1-3p	24.299	3	21	N
315	hsa-mir-25-3p	21.435	3	18	N
316	hsa-mir-210	23.861	3	21	N
317	hsa-mir-19a-3p	24.948	3	22	N
318	hsa-mir-17-3p	25.665	3	23	N
319	hsa-mir-151a-5p	22.619	3	19	N
320	hsa-mir-320a	17.347	3	14	N
321	hsa-mir-625-3p	25.690	3	22	N
322	hsa-mir-15b-3p	26.468	3	23	N
