* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C300FKIZ
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\113.eds
* Experiment Name = _C300FKIZ
* Experiment Run End Time = 2013-07-11 17:49:23 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
190	hsa-mir-155-5p	27.242	3	24	N
191	hsa-mir-486-3p	25.349	3	22	N
192	hsa-mir-26a-5p	18.337	3	15	N
193	hsa-mir-98-5p	27.200	3	24	N
194	hsa-mir-144-3p	20.005	3	17	N
195	hsa-mir-20a-5p	17.858	3	15	N
196	hsa-mir-195-5p	17.182	3	14	N
197	hsa-mir-3191-3p	26.557	3	23	N
198	hsa-mir-4454	19.259	3	16	N
199	hsa-mir-766-3p	22.441	3	19	N
200	hsa-mir-99b-5p	23.440	3	20	N
201	hsa-mir-140-5p	27.728	3	25	N
202	hsa-let-7d-3p	23.120	3	20	N
203	hsa-mir-328	18.811	3	16	N
204	hsa-mir-652-3p	21.496	3	18	N
205	hsa-mir-133a	26.717	3	24	N
206	hsa-mir-379-5p	27.355	3	24	N
207	hsa-mir-27a-3p	18.634	3	15	N
208	hsa-mir-664a-3p	26.966	3	24	N
209	hsa-mir-185-5p	22.101	3	19	N
210	hsa-mir-519b-5p	27.542	3	24	N
211	hsa-mir-4258	25.624	3	23	N
212	hsa-mir-141-3p	29.930	3	27	N
213	hsa-mir-370	27.153	3	24	N
214	hsa-let-7f-2-3p	29.418	3	26	N
215	hsa-mir-23b-3p	21.523	3	18	N
216	hsa-mir-378h	26.031	3	23	N
217	hsa-mir-122-5p	20.824	3	18	N
218	hsa-mir-424-3p	26.500	3	23	N
219	hsa-mir-542-5p	27.042	3	24	N
220	hsa-mir-433	25.826	3	23	N
221	hsa-mir-140-3p	23.619	3	20	N
222	hsa-mir-1976	25.142	3	22	N
223	hsa-mir-24-3p	20.233	3	17	N
224	hsa-let-7d-5p	21.379	3	18	N
225	hsa-mir-215	28.773	3	25	N
226	hsa-mir-548d-5p	25.923	3	23	N
227	hsa-mir-130b-3p	23.196	3	20	N
228	hsa-mir-1183	23.587	3	20	N
229	hsa-let-7a-5p	23.949	3	21	N
230	hsa-mir-4505	22.168	3	19	N
231	hsa-mir-208a	19.095	3	16	N
232	hsa-mir-211-5p	28.387	3	25	N
233	hsa-mir-1247-5p	23.946	3	21	N
234	hsa-mir-378g	21.324	3	18	N
235	hsa-mir-485-3p	27.242	3	24	N
236	hsa-mir-9-5p	30.520	3	27	N
237	hsa-mir-148a-3p	20.587	3	17	N
238	hsa-mir-5095	26.907	3	24	N
239	hsa-mir-409-3p	25.951	3	23	N
240	hsa-mir-361-5p	24.043	3	21	N
241	hsa-mir-331-3p	27.425	3	24	N
242	hsa-mir-30c-5p	21.314	3	18	N
243	hsa-mir-487b	26.254	3	23	N
244	hsa-mir-32-5p	27.286	3	24	N
245	hsa-mir-3176	26.638	3	23	N
246	hsa-mir-192-5p	24.824	3	22	N
247	hsa-mir-181a-5p	24.463	3	21	N
248	hsa-mir-1287	23.084	3	20	N
249	hsa-mir-378e	25.822	3	23	N
250	hsa-mir-320b	21.958	3	19	N
251	hsa-mir-671-3p	23.837	3	21	N
252	hsa-mir-374a-5p	25.217	3	22	N
253	hsa-mir-450a-5p	31.140	3	28	N
254	hsa-mir-3613-3p	27.334	3	24	N
255	hsa-mir-342-3p	21.547	3	18	N
256	hsa-mir-3689a-5p	28.303	3	25	N
257	hsa-mir-4302	26.781	3	24	N
258	hsa-mir-183-5p	27.990	3	25	N
259	hsa-mir-27b-3p	21.908	3	19	N
260	hsa-mir-15b-5p	18.302	3	15	N
261	hsa-mir-424-5p	19.341	3	16	N
262	hsa-mir-373-5p	18.095	3	15	N
263	hsa-mir-374b-5p	24.236	3	21	N
264	hsa-mir-375	27.156	3	24	N
265	hsa-mir-574-3p	21.875	3	19	N
266	hsa-mir-4524a-3p	30.007	3	27	N
267	hsa-mir-191-3p	26.944	3	24	N
268	hsa-mir-17-5p	19.208	3	16	N
269	hsa-mir-7-1-3p	27.276	3	24	N
270	hsa-mir-720	20.395	3	17	N
271	hsa-mir-675-3p	25.162	3	22	N
272	hsa-mir-128	22.698	3	19	N
273	hsa-mir-23b-5p	28.250	3	25	N
