* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3006GGE
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\221.eds
* Experiment Name = _C3006GGE
* Experiment Run End Time = 2013-04-13 15:51:07 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
298	hsa-mir-490-3p	20.669	3	18	N
299	hsa-mir-34c-3p	20.854	3	18	N
300	hsa-mir-136-5p	29.816	3	27	N
301	hsa-mir-106b-5p	22.386	3	19	N
302	hsa-mir-196b-3p	26.889	3	24	N
303	hsa-mir-378a-5p	26.019	3	23	N
304	hsa-mir-145-3p	27.410	3	24	N
305	hsa-mir-320e	24.776	3	22	N
306	hsa-mir-874	26.243	3	23	N
307	hsa-mir-4274	21.596	3	18	N
308	hsa-mir-200a-3p	34.034	3	31	N
309	hsa-mir-340-3p	29.544	3	26	N
310	hsa-mir-1260b	20.695	3	17	N
311	hsa-mir-126-3p	19.090	3	16	N
312	hsa-mir-326	23.192	3	20	N
313	hsa-mir-223-3p	21.305	3	18	N
314	hsa-mir-219-1-3p	26.725	3	24	N
315	hsa-mir-25-3p	22.146	3	19	N
316	hsa-mir-210	26.052	3	23	N
317	hsa-mir-19a-3p	22.900	3	20	N
318	hsa-mir-17-3p	27.563	3	24	N
319	hsa-mir-151a-5p	23.841	3	21	N
320	hsa-mir-320a	19.552	3	16	N
321	hsa-mir-625-3p	27.472	3	24	N
322	hsa-mir-15b-3p	27.594	3	24	N
323	hsa-mir-30a-5p	22.282	3	19	N
324	hsa-mir-206	27.952	3	25	N
325	hsa-mir-4538	22.435	3	19	N
326	hsa-mir-1237-3p	23.952	3	21	N
327	hsa-mir-19b-3p	23.026	3	20	N
328	hsa-mir-142-3p	21.398	3	18	N
329	hsa-mir-30e-5p	22.143	3	19	N
330	hsa-mir-499a-5p	29.233	3	26	N
331	hsa-mir-1307-3p	25.704	3	23	N
332	hsa-mir-500a-5p	25.304	3	22	N
333	hsa-mir-204-5p	27.105	3	24	N
334	hsa-mir-20b-5p	23.328	3	20	N
335	hsa-mir-200c-3p	27.998	3	25	N
336	hsa-mir-190a	28.272	3	25	N
337	hsa-mir-193b-3p	25.741	3	22	N
338	hsa-mir-425-3p	26.404	3	23	N
339	hsa-mir-576-5p	29.652	3	27	N
340	hsa-mir-590-3p	29.395	3	26	N
341	hsa-mir-10b-5p	25.246	3	22	N
342	hsa-mir-96-5p	29.778	3	27	N
343	hsa-mir-1277-3p	32.349	3	29	N
344	hsa-mir-486-5p	17.943	3	15	N
345	hsa-mir-188-5p	25.322	3	22	N
346	hsa-mir-615-5p	26.467	3	23	N
347	hsa-mir-30a-3p	25.837	3	23	N
348	hsa-mir-378i	28.707	3	26	N
349	hsa-mir-93-5p	23.060	3	20	N
350	hsa-mir-154-5p	29.891	3	27	N
351	hsa-mir-425-5p	24.814	3	22	N
352	hsa-mir-362-3p	28.205	3	25	N
353	hsa-mir-92a-3p	19.784	3	17	N
354	hsa-mir-222-3p	23.528	3	20	N
